XXXinorg1,XXXinorg1mass,XXXinorg2,XXXinorg2mass,XXXinorg3,XXXinorg3mass,XXXorg1,XXXorg1mass,XXXorg2,XXXorg2mass,XXXoxlike1,XXXoxlike1mass,temp,time,slowCool,pH
Oxovanadium(2+) sulfate,0.1635,Selenium dioxide,0.9903,-1,-1.0,3-aminopyrrolidine dihydrochloride,6.0832,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1634,Selenium dioxide,1.3265,-1,-1.0,3-aminopyrrolidine dihydrochloride,6.144,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1696,Selenium dioxide,1.3592,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1616,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1616,Selenium dioxide,1.3538,-1,-1.0,3-aminopyrrolidine dihydrochloride,1.3538,-1,-1.0,-1,-1.0,110,24.0,1,1
vanadium(V) oxide,0.1427,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.3094,ethanol,0.39,-1,-1.0,100,24.0,1,5
vanadium(V) oxide,0.1414,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.3031,ethanol,3.35,-1,-1.0,100,24.0,1,5
vanadium(V) oxide,0.1436,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.297,ethanol,2.76,-1,-1.0,100,24.0,1,5
vanadium(V) oxide,0.1436,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2992,ethanol,2.17,-1,-1.0,100,24.0,1,5
vanadium(V) oxide,0.1433,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2951,ethanol,1.58,-1,-1.0,100,24.0,1,5
vanadium(V) oxide,0.142,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2974,ethanol,0.97,-1,-1.0,100,24.0,1,5
tellurium dioxide,0.4785,sodium metavanadate,0.1572,-1,-1.0,piperazine,0.5177,-1,-1.0,-1,-1.0,90,192.0,0,10
tellurium dioxide,0.4796,sodium metavanadate,0.1574,-1,-1.0,piperazine,0.5162,-1,-1.0,-1,-1.0,90,192.0,0,10
ammonium metavanadate,0.1144,-1,-1.0,-1,-1.0,3-aminopiperidine dihydrochloride,0.1562,-1,-1.0,-1,-1.0,140,20.0,1,1
sodium metavanadate,0.1325,Selenium dioxide,0.912,gallium trinitrate,0.1076,-1,-1.0,-1,-1.0,sodium oxalate,0.1366,90,48.0,0,1
sodium metavanadate,0.1238,Selenium dioxide,0.906,gallium trinitrate,0.1064,-1,-1.0,-1,-1.0,sodium oxalate,0.1351,90,48.0,0,2
molybdenum trioxide,0.1421,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3889,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.1434,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3461,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.2887,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2517,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.2874,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2316,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.4328,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.1172,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.4319,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.1192,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.0576,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.4083,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.0592,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.4507,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.0598,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.417,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.5181,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0413,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.5198,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0405,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.5176,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0464,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.2881,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2291,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.2889,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.229,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.056,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.4113,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.2886,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2286,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.144,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3462,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.1435,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3423,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.4322,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.1135,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.4312,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.116,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.0581,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.4118,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.0574,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.4345,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.5193,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0484,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.52,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0839,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.5182,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0471,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.2883,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2272,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.2883,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2492,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.2878,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2544,-1,-1.0,-1,-1.0,180,48.0,1,1
molybdenum trioxide,0.0613,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.439,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.288,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2259,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.2879,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.231,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.299,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.227,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.1442,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3488,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.1439,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3416,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.1435,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.3651,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.4325,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.1217,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.4325,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.1147,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.4314,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.1144,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.0567,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.421,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.0569,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.413,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.0588,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.4111,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.5185,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0495,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.5198,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.053,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.5188,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0483,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.5178,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.0443,-1,-1.0,-1,-1.0,180,48.0,1,7
molybdenum trioxide,0.288,-1,-1.0,-1,-1.0,1-ethylpiperazine,0.2307,-1,-1.0,-1,-1.0,180,48.0,1,7
sodium tellurite,0.2539,sodium metavanadate,0.1571,-1,-1.0,diethylenetriamine,0.1838,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2692,sodium metavanadate,0.1775,-1,-1.0,diethylenetriamine,0.1748,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2965,sodium metavanadate,0.1331,-1,-1.0,diethylenetriamine,0.1843,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2905,sodium metavanadate,0.1423,-1,-1.0,diethylenetriamine,0.238,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2507,sodium metavanadate,0.1427,-1,-1.0,diethylenetriamine,0.238,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2872,sodium metavanadate,0.1661,-1,-1.0,diethylenetriamine,0.1922,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2613,sodium metavanadate,0.1964,-1,-1.0,diethylenetriamine,0.1746,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.287,sodium metavanadate,0.1451,-1,-1.0,diethylenetriamine,0.1994,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium metavanadate,0.1437,sodium tellurite,0.2641,-1,-1.0,diethylenetriamine,0.133,-1,-1.0,sodium oxalate,0.1052,90,60.0,1,7
sodium metavanadate,0.2417,sodium tellurite,0.4433,-1,-1.0,diethylenetriamine,0.2031,-1,-1.0,-1,-1.0,90,48.0,1,4
sodium metavanadate,0.247,sodium tellurite,0.4425,-1,-1.0,diethylenetriamine,0.209,-1,-1.0,-1,-1.0,90,48.0,1,11
sodium metavanadate,0.2426,sodium tellurite,0.4457,-1,-1.0,diethylenetriamine,0.2042,-1,-1.0,-1,-1.0,90,48.0,1,11
sodium metavanadate,0.1503,sodium tellurite,0.264,-1,-1.0,diethylenetriamine,0.1293,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.1355,sodium metavanadate,0.0834,-1,-1.0,diethylenetriamine,0.1305,-1,-1.0,-1,-1.0,90,24.0,1,8
sodium tellurite,0.1442,sodium metavanadate,0.0887,-1,-1.0,diethylenetriamine,0.1371,-1,-1.0,-1,-1.0,90,24.0,1,8
sodium tellurite,0.135,sodium metavanadate,0.0741,-1,-1.0,diethylenetriamine,0.136,-1,-1.0,-1,-1.0,90,24.0,1,8
molybdenum trioxide,0.0836,-1,-1.0,-1,-1.0,piperazine,0.2676,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1699,-1,-1.0,-1,-1.0,piperazine,0.2256,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.228,-1,-1.0,-1,-1.0,piperazine,0.1872,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2802,-1,-1.0,-1,-1.0,piperazine,0.1622,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3499,-1,-1.0,-1,-1.0,piperazine,0.1347,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3992,-1,-1.0,-1,-1.0,piperazine,0.0939,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4844,-1,-1.0,-1,-1.0,piperazine,0.0442,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0834,-1,-1.0,-1,-1.0,piperazine,0.279,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1719,-1,-1.0,-1,-1.0,piperazine,0.2253,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.229,-1,-1.0,-1,-1.0,piperazine,0.191,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2832,-1,-1.0,-1,-1.0,piperazine,0.1743,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3427,-1,-1.0,-1,-1.0,piperazine,0.124,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4006,-1,-1.0,-1,-1.0,piperazine,0.093,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4857,-1,-1.0,-1,-1.0,piperazine,0.0478,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0844,-1,-1.0,-1,-1.0,piperazine,0.2674,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1744,-1,-1.0,-1,-1.0,piperazine,0.24,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2317,-1,-1.0,-1,-1.0,piperazine,0.1976,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2914,-1,-1.0,-1,-1.0,piperazine,0.1717,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3456,-1,-1.0,-1,-1.0,piperazine,0.1353,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3963,-1,-1.0,-1,-1.0,piperazine,0.089,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4855,-1,-1.0,-1,-1.0,piperazine,0.0535,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0852,-1,-1.0,-1,-1.0,piperazine,0.2798,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1659,-1,-1.0,-1,-1.0,piperazine,0.2221,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2305,-1,-1.0,-1,-1.0,piperazine,0.1983,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.281,-1,-1.0,-1,-1.0,piperazine,0.158,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3416,-1,-1.0,-1,-1.0,piperazine,0.13,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3977,-1,-1.0,-1,-1.0,piperazine,0.0951,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4883,-1,-1.0,-1,-1.0,piperazine,0.0471,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0584,-1,-1.0,-1,-1.0,piperazine,0.2911,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0579,-1,-1.0,-1,-1.0,piperazine,0.2846,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5202,-1,-1.0,-1,-1.0,piperazine,0.032,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5125,-1,-1.0,-1,-1.0,piperazine,0.0312,-1,-1.0,-1,-1.0,180,48.0,0,5
sodium tellurite,0.2739,sodium metavanadate,0.1526,-1,-1.0,tetrabutylammonium bromide,0.2664,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.1378,sodium metavanadate,0.1514,-1,-1.0,tetrabutylammonium bromide,0.2716,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2757,sodium metavanadate,0.0797,-1,-1.0,tetrabutylammonium bromide,0.2806,-1,-1.0,-1,-1.0,90,60.0,1,8
ammonium metavanadate,0.12,Selenium dioxide,1.1127,-1,-1.0,"N,N'-dimethylethylenediamine",0.0851,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1235,Selenium dioxide,1.1566,-1,-1.0,"N,N'-dimethylethylenediamine",0.0841,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1232,Selenium dioxide,1.0716,-1,-1.0,"N,N'-dimethylethylenediamine",0.0834,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1243,Selenium dioxide,1.0157,-1,-1.0,"N,N'-dimethylethylenediamine",0.0824,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.118,Selenium dioxide,1.0601,-1,-1.0,"N,N'-dimethylethylenediamine",0.0938,-1,-1.0,-1,-1.0,110,48.0,1,2
ammonium metavanadate,0.1176,Selenium dioxide,1.3064,-1,-1.0,"N,N'-dimethylethylenediamine",0.0977,-1,-1.0,-1,-1.0,110,48.0,1,2
ammonium metavanadate,0.1174,Selenium dioxide,1.1058,-1,-1.0,"N,N'-dimethylethylenediamine",0.0845,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1185,Selenium dioxide,1.108,-1,-1.0,"N,N'-dimethylethylenediamine",0.093,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1175,Selenium dioxide,1.1229,-1,-1.0,"N,N'-dimethylethylenediamine",0.0856,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.124,Selenium dioxide,1.1063,-1,-1.0,"N,N'-dimethylethylenediamine",0.0888,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1166,Selenium dioxide,1.105,-1,-1.0,"N,N'-dimethylethylenediamine",0.0883,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1133,Selenium dioxide,1.1306,-1,-1.0,"N,N'-dimethylethylenediamine",0.0856,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1203,Selenium dioxide,1.1015,-1,-1.0,"N,N'-dimethylethylenediamine",0.0918,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1148,Selenium dioxide,1.11,-1,-1.0,"N,N'-dimethylethylenediamine",0.0894,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.112,Selenium dioxide,1.1139,-1,-1.0,"N,N'-dimethylethylenediamine",0.0886,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1189,Selenium dioxide,1.1193,-1,-1.0,"N,N'-dimethylethylenediamine",0.0902,-1,-1.0,-1,-1.0,110,24.0,1,2
ZnO,1.0504,-1,-1.0,-1,-1.0,2-methylpiperazine,0.2943,-1,-1.0,-1,-1.0,80,50.0,1,2
ZnO,1.9927,-1,-1.0,-1,-1.0,2-methylpiperazine,0.3683,-1,-1.0,-1,-1.0,80,50.0,1,8
ZnO,1.089,-1,-1.0,-1,-1.0,2-methylpiperazine,1.6318,-1,-1.0,-1,-1.0,80,50.0,1,11
ZnO,0.9126,-1,-1.0,-1,-1.0,2-methylpiperazine,1.5152,-1,-1.0,-1,-1.0,80,50.0,1,11
ZnO,0.5049,-1,-1.0,-1,-1.0,2-methylpiperazine,1.0476,-1,-1.0,-1,-1.0,80,50.0,1,3
ZnO,0.0417,-1,-1.0,-1,-1.0,2-methylpiperazine,0.4432,-1,-1.0,-1,-1.0,80,50.0,1,3
ZnO,0.3252,-1,-1.0,-1,-1.0,2-methylpiperazine,0.626,-1,-1.0,-1,-1.0,80,50.0,1,3
ZnO,0.4477,-1,-1.0,-1,-1.0,2-methylpiperazine,0.5632,-1,-1.0,-1,-1.0,80,50.0,1,2
ZnO,0.2759,-1,-1.0,-1,-1.0,2-methylpiperazine,1.3563,-1,-1.0,-1,-1.0,80,50.0,1,3
ZnO,0.7964,-1,-1.0,-1,-1.0,2-methylpiperazine,0.4823,-1,-1.0,-1,-1.0,80,50.0,1,8
ZnO,0.7963,-1,-1.0,-1,-1.0,2-methylpiperazine,0.9788,-1,-1.0,-1,-1.0,80,50.0,1,1
sodium metavanadate,0.1387,Potassium Dichromate,0.8246,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.2077,-1,-1.0,-1,-1.0,110,24.0,1,1
sodium metavanadate,0.1132,Potassium Dichromate,0.7491,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.1935,-1,-1.0,-1,-1.0,180,89.0,1,1
sodium metavanadate,0.1293,Potassium Dichromate,1.4485,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.1894,-1,-1.0,-1,-1.0,130,24.0,1,1
sodium metavanadate,0.1231,Selenium dioxide,0.4606,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.0897,-1,-1.0,sodium oxalate,0.1191,90,24.0,0,2
sodium metavanadate,0.1227,Selenium dioxide,0.8877,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1163,-1,-1.0,sodium oxalate,0.1327,90,24.0,0,4
sodium metavanadate,0.1257,Selenium dioxide,0.8887,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1166,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1224,Selenium dioxide,1.097,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.0689,-1,-1.0,sodium oxalate,0.1391,90,24.0,0,2
sodium metavanadate,0.1202,Selenium dioxide,0.8962,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1135,-1,-1.0,sodium oxalate,0.1379,90,24.0,0,1
sodium metavanadate,0.1255,Selenium dioxide,0.6832,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1168,-1,-1.0,sodium oxalate,0.1018,90,24.0,0,2
sodium metavanadate,0.1222,Selenium dioxide,1.0176,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1277,-1,-1.0,sodium oxalate,0.1405,90,24.0,0,1
sodium metavanadate,0.1246,Selenium dioxide,0.8839,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1206,-1,-1.0,sodium oxalate,0.1362,90,24.0,0,1
sodium metavanadate,0.1207,Selenium dioxide,1.1094,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1049,-1,-1.0,sodium oxalate,0.135,90,24.0,0,2
Oxovanadium(2+) sulfate,1.1408,-1,-1.0,-1,-1.0,H3PO3,0.5036,"1,5-diaminopentane",0.827,-1,-1.0,90,48.0,1,6
sodium fluoride,0.1571,Selenium dioxide,1.1005,-1,-1.0,ethylenediamine,0.0985,-1,-1.0,-1,-1.0,90,48.0,1,3
sodium fluoride,0.271,Selenium dioxide,0.1131,-1,-1.0,ethylenediamine,0.852,-1,-1.0,-1,-1.0,90,48.0,1,7
sodium fluoride,0.1562,Selenium dioxide,0.2639,-1,-1.0,ethylenediamine,0.997,-1,-1.0,-1,-1.0,90,48.0,1,7
sodium fluoride,0.0514,Selenium dioxide,1.299,-1,-1.0,ethylenediamine,0.1275,-1,-1.0,-1,-1.0,90,48.0,1,7
sodium fluoride,0.1447,Selenium dioxide,1.1304,-1,-1.0,ethylenediamine,0.1305,-1,-1.0,-1,-1.0,90,48.0,1,1
sodium fluoride,0.4765,Selenium dioxide,0.1887,-1,-1.0,ethylenediamine,0.0987,-1,-1.0,-1,-1.0,90,48.0,1,7
sodium fluoride,0.2545,Selenium dioxide,0.2368,-1,-1.0,ethylenediamine,0.4112,-1,-1.0,-1,-1.0,90,48.0,1,7
sodium fluoride,0.3687,Selenium dioxide,0.4423,-1,-1.0,ethylenediamine,0.127,-1,-1.0,-1,-1.0,90,48.0,1,7
sodium metavanadate,0.1238,Potassium Dichromate,0.1777,Selenium dioxide,1.1004,diethylenetriamine,6.0154,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium metavanadate,0.0617,Potassium Dichromate,0.4099,Selenium dioxide,0.5838,diethylenetriamine,0.0583,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium metavanadate,0.0666,Potassium Dichromate,0.2603,Selenium dioxide,0.5531,diethylenetriamine,0.0486,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium metavanadate,0.0617,Potassium Dichromate,0.319,Selenium dioxide,0.5883,diethylenetriamine,0.064,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1176,-1,-1.0,-1,-1.0,"2,6-dimethylpiperazine",0.1196,-1,-1.0,-1,-1.0,140,20.0,1,1
ammonium metavanadate,0.1143,-1,-1.0,-1,-1.0,"2,6-dimethylpiperazine",0.1174,-1,-1.0,-1,-1.0,110,48.0,1,2
ammonium metavanadate,0.1151,-1,-1.0,-1,-1.0,"2,6-dimethylpiperazine",0.1295,-1,-1.0,-1,-1.0,110,48.0,1,2
molybdenum trioxide,0.3988,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.12,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1717,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.2452,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2863,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.1732,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1292,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0753,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.6134,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0823,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1263,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.3774,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.2904,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.176,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1355,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0826,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.6134,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0816,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1271,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.3767,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.2885,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.174,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1266,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0747,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.6029,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0824,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1264,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.3641,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.2881,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.1791,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.129,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0831,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.6069,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.0845,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1248,-1,-1.0,-1,-1.0,"1,4-diaminobutane",0.3727,-1,-1.0,-1,-1.0,180,96.0,0,5
